representative,clustername,nObs,min_qupm,max_qupm,nCoeffsH0,nCoeffsH1,rssH0,rssH1,pEC50H1,slopeH1,pEC50_slopeH1,detected_effectH1,df1,df2,F_statistic,nObsRound,rssH1Squeezed,dataset,max_rank,rank,is_decoy,all_null,all_true,true_cumsum,null_cumsum,remaining_null,remaining_true,pi,FDR
bolA,bolA,30,2,4,6,16,0.359311297646202,0.0430190133396057,3.32196359372976,4.29197920631018,0.0125554392457807,stability,10,14,8.32689326186425,30,0.00379844288091407,true,37370,155,0,37000,370,19,136,36864,351,0.9521484375,0.0681537828947368
ilvE,ilvE,50,4,12,10,24,0.426506417210054,0.0684065508114607,3.32395863525926,-0.428398220928716,0.039758015379832,stability,14,26,8.19088870345696,50,0.00312280667112695,true,95243,146,0,94300,943,33,113,94187,910,0.966163058596197,0.0330837653398092
ybjX,ybjX,20,6,11,4,12,0.381548968759179,0.0353377681900934,3.31671560195468,2.88817436776225,0.0186228479138553,stability,8,8,8.11711675919492,20,0.00533149902298904,true,49086,98,0,48600,486,21,77,48523,465,0.958308431053315,0.0351379758052882
accC,accC,50,4,31,10,24,1.68611360843857,0.329929516857671,2.95260264433042,-8.79406902369194,-0.0186867395644874,stability,14,26,8.10994451759413,50,0.0119446306994608,true,95243,148,0,94300,943,34,114,94186,909,0.965111587709426,0.0323596238231984
yfgD,yfgD,50,2,6,10,24,11.077853702482,2.29135033342671,3.30784506489356,4.02798441364911,0.0111562857348371,stability,14,26,8.03509592561469,50,0.078108262715723,true,95243,151,0,94300,943,35,116,94184,908,0.964070330417056,0.0319520452366796
aspS,aspS,50,7,41,10,24,0.649535231726639,0.116791366681289,2.30102999566398,-5.01758045390966,-0.0293229208639528,stability,14,26,8.00285020704262,50,0.00475494757905598,true,95243,153,0,94300,943,36,117,94183,907,0.963018803818099,0.0312981111240882
pykF,pykF,50,3,31,10,24,1.47326544441563,0.289624924355595,3.21121584739942,-8.79004142146852,-0.0154086046625243,stability,14,26,7.98727487879663,50,0.0105850559440865,true,95243,154,0,94300,943,37,117,94183,906,0.9619570410796,0.0304186415692738
cspG,cspG,40,2,2,8,20,1.53508052915162,0.286037088899639,2.30102999566398,-1.21734455545078,0.0029029667527833,expression/solubility,12,20,7.93334077192244,40,0.0131201919023465,true,38784,80,0,38400,384,9,71,38329,375,0.978371468079,0.0771826380373433
pepN,pepN,40,10,37,8,20,0.550832364581567,0.089439358151834,3.31459095788937,3.27230532115257,0.0165641970675519,stability,12,20,7.93043021877155,40,0.00484833938913766,true,38784,81,0,38400,384,10,71,38329,374,0.975762477497456,0.0692791359023194
yaaA,yaaA,20,4,7,4,12,1.16353057347474,0.151661903678879,3.3568899177503,5.48283563755965,0.0216545121591197,stability,8,8,7.92446007946555,20,0.0159611610704224,true,49086,101,0,48600,486,22,79,48521,464,0.956286968529091,0.0343393956880901
asd,asd,50,3,13,10,24,0.513224859646739,0.0892475159539406,2.73177132166047,-6.36657798764066,-0.021671996888157,stability,14,26,7.91570428663823,50,0.00382582457371188,true,95243,159,0,94300,943,38,121,94179,905,0.96093608978647,0.0305982281221481
tesB,tesB,50,3,9,10,24,0.3064152584469,0.0459443633980701,3.28700724596708,-2.8734047567344,-0.00324704948452379,stability,14,26,7.86649907929315,50,0.00236510088471669,true,95243,162,0,94300,943,39,123,94177,904,0.959894666425985,0.0302736010180503
uvrD,uvrD,20,16,26,4,12,0.336992472123446,0.0304601597620439,3.32479056584646,2.59866020821461,0.0203645222449403,stability,8,8,7.84245338692465,20,0.00488578473530471,true,49086,103,0,48600,486,23,80,48520,463,0.954245671887881,0.0331911538047959
aroB,aroB,40,4,11,8,20,0.579922780222383,0.0965938231222978,3.08505124845426,-0.37386446361291,0.0829482649390817,stability,12,20,7.82182345805369,40,0.00514936361165278,true,38784,84,0,38400,384,11,73,38327,373,0.973204268531323,0.0645853741843514
pyrB,pyrB,50,6,16,10,24,0.371235575460276,0.0606925512310028,3.21901720001654,-3.10224686007066,-0.0219119934674172,stability,14,26,7.74879124407879,50,0.00286259416328389,true,95243,167,0,94300,943,40,127,94173,903,0.958873562486063,0.0304442356089325
yfeR,yfeR,20,2,5,4,12,0.404904136301878,0.0412377879443393,3.13686173666256,4.00790896814281,0.00667574179599738,stability,8,8,7.74332719349979,20,0.0058706409284697,true,49086,106,0,48600,486,24,82,48518,462,0.952223916896822,0.0325343171606414
fpr,fpr,30,4,8,6,16,0.276986138990676,0.0327275044287232,2.30102999566398,2.05940598391086,-0.0226545034994276,stability,10,14,7.66165079742179,30,0.00318806796368412,true,37370,186,0,37000,370,20,166,36834,350,0.950209045990118,0.0788673508171798
rpsL,rpsL,50,2,7,10,24,1.28403443211538,0.259273680879149,3.30292664525709,4.91963958583495,0.0124134266931035,stability,14,26,7.65562348611388,50,0.00956123255664831,true,95243,170,0,94300,943,41,129,94171,902,0.957832028968578,0.0301366662773041
murB,murB,30,4,9,6,16,0.525819874574714,0.0778910598051043,3.41213420058703,1.37222848233453,0.0034660894568237,stability,10,14,7.63516555901803,30,0.00586665490495557,true,37370,190,0,37000,370,21,169,36831,349,0.947571339360864,0.0762569315961839
ybiT,ybiT,20,17,28,4,12,0.468108907235574,0.0524827728066282,3.32308712496287,2.33810222465418,0.0200478213886667,stability,8,8,7.53141928225567,20,0.00689820402457506,true,49086,114,0,48600,486,25,89,48511,461,0.950299931974191,0.0338306775782812
der,der,30,19,30,6,16,0.387821785814632,0.0541820722244013,3.35198891713999,1.286626823515,0.0192667263361216,stability,10,14,7.47985876371398,30,0.00446050820115444,true,37370,195,0,37000,370,22,173,36827,348,0.944958861704728,0.0743081286704172
pdxK,pdxK,50,4,7,10,24,0.910240727992496,0.18208381928594,3.09313798226147,2.78779270602593,0.015424386565122,stability,14,26,7.47564004226761,50,0.00695742538039288,true,95243,175,0,94300,943,42,133,94167,901,0.956810772351248,0.0302990077911229
queD,queD,50,4,6,10,24,1.34988283322981,0.279164147090935,3.22233858731131,4.11526618339943,0.0133538495899676,stability,14,26,7.4744431989269,50,0.0102321877519595,true,95243,176,0,94300,943,43,133,94167,900,0.955748829207684,0.0295615335545633
maeB,maeB,50,14,37,10,24,0.83071101300803,0.165900096488841,3.12703427859168,-7.8678202963784,-0.015463578547127,stability,14,26,7.40644707345708,50,0.00641150791548422,true,95243,183,0,94300,943,44,139,94161,899,0.954747719331783,0.0301613484061631
mdoD,mdoD,30,6,20,6,16,0.321722700814434,0.0427632613633141,3.32552373483675,-2.55988421967415,-0.0162351168768148,stability,10,14,7.37349173963352,30,0.00378327459094685,true,37370,198,0,37000,370,23,175,36825,347,0.942294636795655,0.071696331060539
yrfG,yrfG,20,2,4,4,12,0.377578175226152,0.0405011222872425,3.30481349389728,2.87101732264484,0.0239452578876366,stability,8,8,7.26042985720524,20,0.00580332465791255,true,49086,126,0,48600,486,26,100,48500,460,0.948453608247423,0.0364789849325932
tgt,tgt,50,6,24,10,24,0.2877879882509,0.0464794543677975,3.65019091944524,-1.49559367721009,0.0112045488319333,stability,14,26,7.23257778936773,50,0.00238315084203192,true,95243,195,0,94300,943,45,150,94150,898,0.953797132235794,0.0317932377411931
wbbI,wbbI,20,12,16,4,12,0.824982189200768,0.11218025424043,3.72432166825613,5.42231839052483,0.0171358626515705,stability,8,8,7.21264347393617,20,0.0123533406568642,true,49086,127,0,48600,486,27,100,48500,459,0.94639175257732,0.0350515463917526
yhjJ,yhjJ,40,2,20,8,20,0.508013387319496,0.0893808637757103,3.25498217230191,-0.193772693915996,0.0642950146787054,stability,12,20,7.19911684111316,40,0.00484587823737204,true,38784,111,0,38400,384,12,99,38301,372,0.971254014255503,0.080128456176079
frsA,frsA,20,11,18,4,12,0.277716005847152,0.0255113599842079,3.32347456975858,1.96716817944717,0.0223969242998655,stability,8,8,7.1106616678279,20,0.00443356500499877,true,49086,131,0,48600,486,28,103,48497,458,0.944388312679135,0.0347399986449825
ybjQ,ybjQ,50,3,4,10,24,0.404472672060777,0.0743538804907546,4.30102999566398,-1.94039717522674,0.01509841308182,stability,14,26,7.09506422042519,50,0.00332342498263672,true,95243,202,0,94300,943,46,156,94144,897,0.952795717199184,0.0323122025832767
ruvB,ruvB,20,5,9,4,12,0.809359242480327,0.114294658841104,3.32194423323386,3.050763890724,0.0191704430955744,stability,8,8,6.92485531052336,20,0.0125465542684872,true,49086,139,0,48600,486,29,110,48490,457,0.942462363373892,0.0357485724038373
mdlA,mdlA,20,2,4,4,12,0.329921012847781,0.0355728304926089,4.30102999566398,2.77943039264166,0.0222307815640341,stability,8,8,6.87346675623216,20,0.00535297894050858,true,49086,144,0,48600,486,30,114,48486,456,0.940477663655488,0.0357381512189085
coaD,coaD,50,2,6,10,24,1.34530758627938,0.302013938793502,3.32981557984442,5.33708926296852,0.0165437484590987,stability,14,26,6.77280640143143,50,0.0110029684009084,true,95243,229,0,94300,943,47,182,94118,896,0.951996430013388,0.036864542609029
glpK,glpK,50,5,28,10,24,0.404482738495116,0.0780958329632607,4.30102999566398,-3.72767704907144,0.00676117697585267,stability,14,26,6.75817769161705,50,0.0034496504026597,true,95243,230,0,94300,943,48,182,94118,895,0.950933933997748,0.0360562449974146
guaC,guaC,50,8,15,10,24,1.17430116609264,0.261969116389935,3.36152292185748,-8.48363449279529,-0.00669748314166513,stability,14,26,6.75150429363235,50,0.00965215634095443,true,95243,231,0,94300,943,49,182,94118,894,0.949871437982108,0.0352809391250497
pheA,pheA,20,13,14,4,12,0.250376618288015,0.0231288156567759,3.32467567400777,2.57055988273729,-0.0149789591649035,stability,8,8,6.73790171205509,20,0.00421584887147914,true,49086,156,0,48600,486,31,125,48475,455,0.938628158844765,0.0378479096308373
pgi,pgi,50,4,27,10,24,0.708829245350795,0.15320970697549,2.3386076167011,-8.33774651577061,-0.0291799421855666,stability,14,26,6.6328367462503,50,0.00598342932326601,true,95243,234,0,94300,943,50,184,94116,893,0.948829104509329,0.0349169110459433
cspA,cspA,50,3,4,10,24,0.560566051702451,0.11792138270169,2.30102999566398,-1.07745879746372,-0.0352203810268604,expression/solubility,14,26,6.59650365064183,50,0.00479306584695378,true,95243,237,0,94300,943,51,186,94114,892,0.947786726735661,0.0345663394456535
katG,katG,30,21,31,6,16,0.2340137520784,0.0311428179459077,3.33673354730992,2.55655750455728,0.0165215675161105,stability,10,14,6.55673978421909,30,0.003094082437445,true,37370,231,0,37000,370,24,207,36793,346,0.940396271029815,0.0811091783763216
nhaR,nhaR,40,2,7,8,20,1.96252053433526,0.436733680008622,3.07612685527551,3.79352502549442,0.0135032578057987,stability,12,20,6.53360652513201,40,0.0194607532666885,true,38784,141,0,38400,384,13,128,38272,371,0.969377090301003,0.0954463596604065
thiL,thiL,50,2,7,10,24,0.609667614462236,0.134382740444655,3.33230749745368,2.68462407817782,0.0116411216167211,stability,14,26,6.34755172118034,50,0.00534834863328557,true,95243,272,0,94300,943,52,220,94080,891,0.947066326530612,0.0400681907378336
insH1,insH1,20,2,5,4,12,0.443477149320658,0.0602004333152596,3.75794650674321,6.05881478532618,0.0173056155822503,stability,8,8,6.30104018055559,20,0.00760344135695552,true,49086,178,0,48600,486,32,146,48454,454,0.936971147892847,0.0427493086226111
insH10,insH10,20,2,5,4,12,0.443477149320658,0.0602004333152596,3.75794650674321,6.05881478532618,0.0173056155822503,stability,8,8,6.30104018055559,20,0.00760344135695552,true,49086,178,0,48600,486,33,146,48454,453,0.934907334791761,0.0413625669332113
insH11,insH11,20,2,5,4,12,0.443477149320658,0.0602004333152596,3.75794650674321,6.05881478532618,0.0173056155822503,stability,8,8,6.30104018055559,20,0.00760344135695552,true,49086,178,0,48600,486,34,146,48454,452,0.932843521690676,0.0400573982843643
insH2,insH2,20,2,5,4,12,0.443477149320658,0.0602004333152596,3.75794650674321,6.05881478532618,0.0173056155822503,stability,8,8,6.30104018055559,20,0.00760344135695552,true,49086,178,0,48600,486,35,146,48454,451,0.93077970858959,0.0388268107011658
insH3,insH3,20,2,5,4,12,0.443477149320658,0.0602004333152596,3.75794650674321,6.05881478532618,0.0173056155822503,stability,8,8,6.30104018055559,20,0.00760344135695552,true,49086,178,0,48600,486,36,146,48454,450,0.928715895488505,0.0376645890948116
insH4,insH4,20,2,5,4,12,0.443477149320658,0.0602004333152596,3.75794650674321,6.05881478532618,0.0173056155822503,stability,8,8,6.30104018055559,20,0.00760344135695552,true,49086,178,0,48600,486,37,146,48454,449,0.926652082387419,0.03656519027799
insH5,insH5,20,2,5,4,12,0.443477149320658,0.0602004333152596,3.75794650674321,6.05881478532618,0.0173056155822503,stability,8,8,6.30104018055559,20,0.00760344135695552,true,49086,178,0,48600,486,38,146,48454,448,0.924588269286333,0.0355236545567907
insH6,insH6,20,2,5,4,12,0.443477149320658,0.0602004333152596,3.75794650674321,6.05881478532618,0.0173056155822503,stability,8,8,6.30104018055559,20,0.00760344135695552,true,49086,178,0,48600,486,39,146,48454,447,0.922524456185248,0.034535530923858
insH7,insH7,20,2,5,4,12,0.443477149320658,0.0602004333152596,3.75794650674321,6.05881478532618,0.0173056155822503,stability,8,8,6.30104018055559,20,0.00760344135695552,true,49086,178,0,48600,486,40,146,48454,446,0.920460643084162,0.0335968134725719
insH8,insH8,20,2,5,4,12,0.443477149320658,0.0602004333152596,3.75794650674321,6.05881478532618,0.0173056155822503,stability,8,8,6.30104018055559,20,0.00760344135695552,true,49086,178,0,48600,486,41,146,48454,445,0.918396829983077,0.0327038871164705
insH9,insH9,20,2,5,4,12,0.443477149320658,0.0602004333152596,3.75794650674321,6.05881478532618,0.0173056155822503,stability,8,8,6.30104018055559,20,0.00760344135695552,true,49086,178,0,48600,486,42,146,48454,444,0.916333016881991,0.0318534810630406
polA,polA,20,24,38,4,12,0.239519446566593,0.0239161936571936,3.32560439963093,2.29953496365589,0.020082944532102,stability,8,8,6.28537047402431,20,0.00428779921964082,true,49086,179,0,48600,486,43,146,48454,443,0.914269203780906,0.0310426287795377
slyA,slyA,50,2,7,10,24,1.80732930400519,0.437581163923534,3.07179747649781,5.53540476595803,0.0146246266908816,stability,14,26,6.28140825084856,50,0.0155759901212851,true,95243,281,0,94300,943,53,228,94072,890,0.946083850667574,0.0406994562173975
clpB,clpB,50,4,62,10,24,0.806606317391561,0.185418841569222,3.13894532975397,-4.93779353615174,-0.0184313324906087,stability,14,26,6.2759562646523,50,0.00706992402691132,true,95243,283,0,94300,943,54,229,94071,889,0.945030880930361,0.0400763095801949
tyrR,tyrR,20,14,18,4,12,0.185927336017892,0.0144825434232673,3.32086443094392,1.63711885933222,0.0175087555228133,stability,8,8,6.25572967300088,20,0.00342575529866971,true,49086,180,0,48600,486,44,146,48454,442,0.91220539067982,0.0302686334180122
fabB,fabB,50,6,15,10,24,0.605536026676698,0.135876971436041,2.30102999566398,-2.00978577738553,-0.0255772107679518,stability,14,26,6.2138565553317,50,0.00539875278349452,true,95243,287,0,94300,943,55,232,94068,888,0.943997958923332,0.0398195502673115
thiI,thiI,40,4,30,8,20,0.402692264730085,0.0785871010856019,3.15685622688621,-0.667466001022207,-0.0236336974279318,stability,12,20,6.1499137044844,40,0.00439173050791688,true,38784,162,0,38400,384,14,148,38252,370,0.967269685245216,0.10225422386878
gss,gss,30,13,23,6,16,0.183269778232894,0.0229579036645184,2.84972715931137,-6.70401183354022,-0.020020384968276,stability,10,14,6.14540388012573,30,0.00260864668450556,true,37370,258,0,37000,370,25,233,36767,345,0.938341447493676,0.0874534229064106
yegU,yegU,40,4,7,8,20,0.329092538995215,0.0607874236037044,3.29297191747535,4.14439322437431,0.00809696900630147,stability,12,20,6.13778015830741,40,0.0036428088069751,true,38784,163,0,38400,384,15,148,38252,369,0.964655442852661,0.0951793370281293
cyaY,cyaY,40,3,5,8,20,0.234636334574675,0.0380286003723332,2.92618403978866,6.69337674247257,-0.0211187814297695,expression/solubility,12,20,6.10151529384656,40,0.00268523097315163,true,38784,166,0,38400,384,16,150,38250,368,0.962091503267974,0.0901960784313725
tyrA,tyrA,20,11,18,4,12,0.282261752359564,0.0338179950689157,3.31953761082458,2.00328593365892,0.0230672886294814,stability,8,8,5.98069064275083,20,0.00519262264450566,true,49086,195,0,48600,486,45,160,48440,441,0.910404624277457,0.0323699421965318
secA,secA,20,35,50,4,12,0.309300585594722,0.0389753482869522,3.32728296978448,2.36598795692891,0.0207115427555676,stability,8,8,5.96596958537682,20,0.005663899921028,true,49086,197,0,48600,486,46,161,48439,440,0.90835896694812,0.0317925638431842
oppD,oppD,30,10,14,6,16,0.214516100272462,0.0310178922725421,3.3326493805137,4.225728900093,-0.0100285035081781,stability,10,14,5.94485362915898,30,0.00308667327148102,true,37370,272,0,37000,370,26,246,36754,344,0.93595254938238,0.0885555104415637
yciT,yciT,40,4,13,8,20,0.29958045944408,0.0555721622529272,3.2023353540799,4.1753609476567,0.012358469002256,stability,12,20,5.93975688467419,40,0.00342337660627077,true,38784,179,0,38400,384,17,162,38238,367,0.959778231079031,0.0914612196675312
sucC,sucC,50,2,25,10,24,1.2706088797238,0.316858918720449,3.25618044175681,-6.87362077451112,-0.0150283958994846,stability,14,26,5.92199370504917,50,0.0115037267190002,true,95243,314,0,94300,943,56,258,94042,887,0.943195593458242,0.0434543684128976
bcsC,bcsC,20,3,3,4,12,0.61059893693766,0.0962864649460636,3.43951438486543,-0.0679564487142777,0.200668737622793,expression/solubility,8,8,5.89755327110009,20,0.0109009713085572,true,49086,204,0,48600,486,47,167,48433,439,0.90640678875973,0.0322063688772074
artJ,artJ,50,2,8,10,24,0.6473903508698,0.153721584740089,3.31305998519479,3.48459375414282,0.0144557986518928,stability,14,26,5.8763272305143,50,0.00600069624108809,true,95243,319,0,94300,943,57,262,94038,886,0.942172313320147,0.0433068677350664
rplX,rplX,50,8,11,10,24,0.403936033000865,0.0894257694333929,2.64398130386567,6.45276058713828,-0.0224153112573949,stability,14,26,5.86272741731989,50,0.00383183750960023,true,95243,321,0,94300,943,58,263,94037,885,0.941118921275668,0.0426748752233622
fre,fre,20,6,11,4,12,0.236220510558273,0.0268200115145354,3.31673103734018,1.87539272312744,0.0240213717366499,stability,8,8,5.74878209737189,20,0.00455314916048625,true,49086,217,0,48600,486,48,179,48421,438,0.904566200615435,0.0337327812312839
rplS,rplS,50,4,11,10,24,0.326203609270728,0.0709006633601307,3.31992536610939,-3.89256819778638,-0.00397104108259763,stability,14,26,5.68639529526315,50,0.00320693932816992,true,95243,349,0,94300,943,59,290,94010,884,0.940325497287523,0.0462193888497257
hflK,hflK,50,20,28,10,24,0.306552864956181,0.0656050306475966,3.13109343755449,-2.10768340763479,-0.0188768274577836,stability,14,26,5.68323305704709,50,0.00302830438602717,true,95243,350,0,94300,943,60,290,94010,883,0.939261780661632,0.0453976527319789
tmk,tmk,50,3,15,10,24,0.509681093899598,0.121100847835515,2.30102999566398,-2.05761922800271,-0.0258703502337277,stability,14,26,5.66406845648744,50,0.00490031716158545,true,95243,355,0,94300,943,61,294,94006,882,0.93823798480948,0.0452199946777028
yeaG,yeaG,20,19,35,4,12,0.381158519431931,0.0558375872936605,3.30489885783711,7.2980059581961,0.022195844279119,stability,8,8,5.64419678939598,20,0.0072047658922317,true,49086,229,0,48600,486,49,190,48410,437,0.902706052468498,0.0350028877487785
rfaY,rfaY,20,5,9,4,12,0.28671931541547,0.0374814259890776,2.30102999566398,2.36569763149639,-0.015967916892378,stability,8,8,5.63643237589672,20,0.00552738578245473,true,49086,230,0,48600,486,50,190,48410,436,0.900640363561248,0.0342243338153274
eptC,eptC,50,3,23,10,24,1.08383591478644,0.278782592532783,3.17505310183666,3.23581829180654,0.0136293010457857,stability,14,26,5.62697183640623,50,0.010219316961986,true,95243,363,0,94300,943,62,301,93999,881,0.937244013234183,0.0455016851586273
metE,metE,20,6,7,4,12,0.500077270243791,0.0795542135943728,3.20583474064311,7.74884599591296,0.0198164058619415,expression/solubility,8,8,5.60877872896972,20,0.00937198356741611,true,49086,232,0,48600,486,51,191,48409,435,0.898593236794811,0.0336531976917272
ydiU,ydiU,20,6,9,4,12,0.344289655391687,0.0494167303938792,3.40251745859382,7.14617068732528,0.00477937745134653,stability,8,8,5.56949958104437,20,0.00661803005608886,true,49086,236,0,48600,486,52,194,48406,434,0.896583068214684,0.0334494452372401
feoB,feoB,30,13,16,6,16,0.290456779769263,0.0514783135617667,3.29436075740794,2.83506374682643,0.0200926808239973,stability,10,14,5.55744219902689,30,0.00430015207804306,true,37370,308,0,37000,370,27,281,36719,343,0.934121299599662,0.0972178093287056
wecB,wecB,50,4,17,10,24,0.422354879771682,0.0995349431237136,2.88924878107039,-7.38687191401701,-0.0201649282719365,stability,14,26,5.52586199913822,50,0.00417284523338122,true,95243,378,0,94300,943,63,315,93985,880,0.93631962547215,0.0468159812736075
ubiB,ubiB,30,6,11,6,16,0.246487092299923,0.0415591831827461,3.3038665169341,1.27729589661375,0.00356236413211843,stability,10,14,5.52089184905595,30,0.00371186240774159,true,37370,314,0,37000,370,28,286,36714,342,0.93152475894754,0.0951486003782131
recR,recR,30,5,6,6,16,0.18025522964218,0.0261857072874006,3.36464555646624,-4.12685515284475,-0.00296115330830593,expression/solubility,10,14,5.5023194887981,30,0.00280008317707546,true,37370,316,0,37000,370,29,287,36713,341,0.928826301310163,0.0919217753365575
btuR,btuR,40,2,5,8,20,0.925358251743097,0.226124929410041,3.53244555405477,31.835903793168,0.00306022534042873,stability,12,20,5.49743529388085,40,0.0105993868800264,true,38784,205,0,38400,384,18,187,38213,366,0.957789234030304,0.0995036593131482
cysB,cysB,20,5,11,4,12,0.344730689014702,0.0506179655381616,3.3280645886736,2.38293300203141,0.0190878331535935,stability,8,8,5.46450525137554,20,0.00672779853680499,true,49086,243,0,48600,486,53,200,48400,433,0.894628099173554,0.0337595509122096
mukE,mukE,40,3,9,8,20,2.65415249247561,0.689223153325034,3.33866443201509,-3.28894874384077,-0.0201845180167089,stability,12,20,5.44285140390865,40,0.0300842516990805,true,38784,208,0,38400,384,19,189,38211,365,0.955222318180629,0.0950194832295467
ppa,ppa,50,9,11,10,24,0.497005969518052,0.121872890176317,2.96560061997464,-4.62542645109364,-0.0125207839617349,expression/solubility,14,26,5.43915172854439,50,0.00492636008154749,true,95243,392,0,94300,943,64,328,93972,879,0.935385008300345,0.0479384816753927
murQ,murQ,20,8,12,4,12,1.49329636734494,0.28175282236345,4.30102999566398,12.3525365475843,0.0260066079716547,stability,8,8,5.43803662925956,20,0.0278488273337186,true,49086,245,0,48600,486,54,201,48399,432,0.892580425215397,0.0332238269385731
dcm,dcm,20,2,8,4,12,0.609181197622368,0.104492266430279,3.33570187508614,2.07172852591209,0.0227435620119485,stability,8,8,5.41473857827426,20,0.0116508148061171,true,49086,247,0,48600,486,55,202,48398,431,0.890532666639117,0.0327068361202003
araG,araG,30,2,2,6,16,0.83964211752749,0.183799096120784,3.28634223035373,2.30502057422702,0.01584343516572,stability,10,14,5.39881293863289,30,0.0121479115661448,true,37370,327,0,37000,370,30,297,36703,340,0.926354793886058,0.0917091245947198
rpoD,rpoD,50,2,26,10,24,2.3383911832257,0.641693574814783,3.01708284982508,-5.01951801735005,-0.0217439310938133,stability,14,26,5.39564311007471,50,0.0224612124713688,true,95243,400,0,94300,943,65,335,93965,878,0.934390464534667,0.0481570470183252
pyrG,pyrG,50,2,33,10,24,2.96570253145412,0.82536305045164,3.30973040855885,-1.64247447833096,-0.00880915718407406,stability,14,26,5.33489990612067,50,0.0286568434629445,true,95243,407,0,94300,943,66,341,93959,877,0.933385838504028,0.0482249349893748
ygfZ,ygfZ,20,12,19,4,12,0.403533191999359,0.0640727411179774,3.34007478316123,2.23314704868509,0.0233057787329606,stability,8,8,5.33253756532112,20,0.0079572915971793,true,49086,257,0,48600,486,56,211,48389,430,0.888631713819256,0.0334823735028327
rpsP,rpsP,50,5,8,10,24,1.1043900418624,0.296696835215397,2.98736395885839,4.02134218928985,-0.0153271375273331,stability,14,26,5.33023420154767,50,0.0108236091927455,true,95243,409,0,94300,943,67,342,93958,876,0.932331467251325,0.0475906510149184
purK,purK,40,4,6,8,20,1.57051585027607,0.407257437146371,3.3160014502486,4.53308553839731,0.0165096837246017,stability,12,20,5.32027050943357,40,0.0182205398996642,true,38784,228,0,38400,384,20,208,38192,364,0.95307917888563,0.0991202346041056
uvrC,uvrC,20,9,14,4,12,0.266025517595379,0.036110863853898,3.33122152433998,1.87142881017437,0.00539326316263943,stability,8,8,5.31998598272748,20,0.00540214425582957,true,49086,259,0,48600,486,57,212,48388,429,0.886583450442258,0.0329746827182033
sdhE,sdhE,20,2,2,4,12,0.889818676693215,0.165391971517838,2.30105121710291,-17.7104910231479,-0.0145430328647328,stability,8,8,5.25989406471501,20,0.0172158102487998,true,49086,268,0,48600,486,58,220,48380,428,0.884663083918975,0.0335561859417542
rcsD,rcsD,20,11,23,4,12,0.506296249328276,0.0862427025618317,3.30233265019727,4.79413692991444,0.0223805524803025,stability,8,8,5.25951819216948,20,0.00998317553573234,true,49086,269,0,48600,486,59,220,48380,427,0.882596114096734,0.0329103635764884
mnmG,mnmG,30,16,25,6,16,0.3304083480695,0.0650145726092199,3.33288218784218,-0.935336951608126,0.0352661510341085,stability,10,14,5.20077230047016,30,0.00510296856173241,true,37370,353,0,37000,370,31,322,36678,339,0.924259774251595,0.096003757196456
spoT,spoT,20,9,19,4,12,0.555001666774709,0.0977097781174377,4.30102999566398,4.77708340999021,0.0285874325168697,stability,8,8,5.18187961226502,20,0.0110310332078852,true,49086,283,0,48600,486,60,233,48367,426,0.880765811400335,0.034203072342713
trxB,trxB,50,6,11,10,24,0.218446802142009,0.0462190379422775,2.7150332457899,7.3825316450765,-0.0235675936004658,stability,14,26,5.18116472894732,50,0.00237436634438432,true,95243,435,0,94300,943,68,367,93933,875,0.931515016022058,0.0502744133647199
chrR,chrR,50,2,5,10,24,1.1407750675598,0.314310700434954,2.86822289847229,-6.40837270562141,-0.0163775198862937,stability,14,26,5.17028934375873,50,0.0114177689400705,true,95243,437,0,94300,943,69,368,93932,874,0.930460333006856,0.049624551093699
queF,queF,50,5,15,10,24,1.54539935365132,0.43245225697148,3.27272511891484,6.06921146280462,0.0191247326107354,stability,14,26,5.16109382925316,50,0.015402979256225,true,95243,439,0,94300,943,70,369,93931,873,0.929405627535106,0.0489929537943506
