representative,clustername,nObs,min_qupm,max_qupm,nCoeffsH0,nCoeffsH1,rssH0,rssH1,pEC50H1,slopeH1,pEC50_slopeH1,detected_effectH1,df1,df2,F_statistic,nObsRound,rssH1Squeezed,dataset,max_rank,rank,is_decoy,all_null,all_true,true_cumsum,null_cumsum,remaining_null,remaining_true,pi,FDR
narH,narH,50,10,22,10,24,0.14296487616634,0.0769750627652794,3.1011761706654,3.91126116296806,-0.0274321058950303,expression/solubility,14,26,1.38152801627326,50,0.00341184401948704,true,95243,9896,0,94300,943,401,9495,84805,542,0.639113259831378,0.15133118209723
mscK,mscK,50,2,35,10,24,3.24822268914672,1.95625190374239,4.30102999566398,-6.84257859087624,0.00486733254313223,stability,14,26,1.38139725107964,50,0.0668045541981174,true,95243,9899,0,94300,943,402,9497,84803,541,0.637949129158167,0.150711514418286
hemE,hemE,40,3,10,8,20,0.102325778181659,0.0497413860759497,3.17752260740232,-3.39985980638991,0.0270256930068598,stability,12,20,1.37884468460709,40,0.00317804660988663,true,38784,4479,0,38400,384,151,4328,34072,233,0.683845973233153,0.196005653784973
rplO,rplO,50,7,15,10,24,0.693002218327482,0.410812262094744,3.23601554418309,1.63626682206121,0.0178224140875663,stability,14,26,1.37370778598488,50,0.0146730080813689,true,95243,10036,0,94300,943,403,9633,84667,540,0.637792764595415,0.152453044698452
pspC,pspC,40,2,4,8,20,0.284848817540493,0.157860974152222,2.30392077215905,-11.311748051575,-0.0260853642289697,expression/solubility,12,20,1.36949318987158,40,0.00772717992365354,true,38784,4532,0,38400,384,152,4380,34020,232,0.681951793062904,0.196509793001021
mutY,mutY,20,8,9,4,12,0.0610385751422495,0.019040634290858,3.38495283743599,0.403873023255752,0.156293070009689,expression/solubility,8,8,1.36631200704316,20,0.00384227217455617,true,49086,4246,0,48600,486,235,4021,44579,251,0.563045380111712,0.0963406584437955
ybiU,ybiU,20,2,6,4,12,0.282529320780024,0.130004970709751,3.33092493859501,1.48264934544365,0.0282440505610782,stability,8,8,1.3635623648862,20,0.0139821575087072,true,49086,4269,0,48600,486,236,4043,44557,250,0.561079067262159,0.0961204520737673
paaX,paaX,20,5,6,4,12,0.0819246761876667,0.0295813177572431,2.30102999566398,1.37071614346871,-0.0205291158745039,stability,8,8,1.36155486164945,20,0.00480547643587168,true,49086,4279,0,48600,486,237,4052,44548,249,0.558947651970908,0.0955635394846464
sspB,sspB,50,2,4,10,24,0.632565271056116,0.375670613487784,2.30102999566398,-12.7304855829829,-0.0200342346244256,expression/solubility,14,26,1.36048139149149,50,0.0134875923423115,true,95243,10240,0,94300,943,404,9836,84464,539,0.638141693502557,0.155365388546811
ycjX,ycjX,40,2,9,8,20,0.305608808798934,0.170768305762345,4.30102999566398,5.91355269606116,0.0141695633643845,stability,12,20,1.35868931430847,40,0.00827025609758442,true,38784,4595,0,38400,384,153,4442,33958,231,0.680252076093999,0.19749540666729
thiB,thiB,50,6,12,10,24,0.135874884600556,0.0733297664096225,2.71341426876767,-2.07828056103637,0.0252453396312953,stability,14,26,1.35836811612287,50,0.00328887905213863,true,95243,10271,0,94300,943,405,9866,84434,538,0.637184072766895,0.155221186714029
dinJ,dinJ,50,2,5,10,24,3.0061137189068,1.8232570473143,2.84170739814673,-8.30700122420326,-0.0124974670550145,expression/solubility,14,26,1.35577760623867,50,0.0623183049106461,true,95243,10323,0,94300,943,406,9917,84383,537,0.636384105803302,0.155443871360871
speD,speD,50,4,8,10,24,0.568149532313608,0.337574773181755,2.30102999566398,-7.41716186277323,-0.0217315980362873,stability,14,26,1.34969004881936,50,0.0122025243252567,true,95243,10414,0,94300,943,407,10007,84293,536,0.635877237730298,0.15634455818101
yeiE,yeiE,40,2,5,8,20,0.22425059776063,0.122954811392138,3.73637845798892,7.68164923008075,-0.000118695547307625,stability,12,20,1.34877559025193,40,0.0062585025942907,true,38784,4672,0,38400,384,154,4518,33882,230,0.678826515553981,0.199151830991746
rpmA,rpmA,50,5,9,10,24,0.594827276569755,0.35400081036385,3.28736050586381,0.983407226563793,0.0131439418633628,stability,14,26,1.34846819100192,50,0.0127566156606912,true,95243,10429,0,94300,943,408,10021,84279,535,0.634796331233166,0.155914069492342
mgsA,mgsA,40,2,4,8,20,0.0961558252700453,0.0467897329091623,2.30102999566398,8.48256099903344,-0.0283216390148853,expression/solubility,12,20,1.34709736022498,40,0.00305385575797323,true,38784,4680,0,38400,384,155,4525,33875,229,0.676014760147601,0.197352696107606
secY,secY,50,10,18,10,24,0.244238693208712,0.140151668906039,3.31560118352024,-2.54692935977992,0.0142418132946652,stability,14,26,1.34130539830516,50,0.00554294902531914,true,95243,10548,0,94300,943,409,10139,84161,534,0.634498164232839,0.157290388439041
glnD,glnD,20,10,18,4,12,1.02468636258193,0.506487409562047,4.30102999566398,14.2802765677776,0.025101821429854,expression/solubility,8,8,1.33873859767677,20,0.0483850015528757,true,49086,4413,0,48600,486,238,4185,44415,248,0.558369920072048,0.098183954432837
surA,surA,50,13,22,10,24,0.166954988003591,0.0929653719808861,3.40676137935778,-0.558230252566269,0.0580062033700647,stability,14,26,1.33754881283979,50,0.0039512371603319,true,95243,10607,0,94300,943,410,10197,84103,533,0.633746715337146,0.157617445275436
nhaA,nhaA,50,2,3,10,24,0.462717744010367,0.274233123706212,4.30102999566398,-5.05722797283563,0.0153308032192623,expression/solubility,14,26,1.33751094011486,50,0.0100658519947705,true,95243,10609,0,94300,943,411,10198,84102,532,0.632565218425246,0.156956206751841
exbD,exbD,50,3,6,10,24,0.791501978950348,0.476068248788863,2.30102999566398,-2.02252178680423,-0.0359190891698786,stability,14,26,1.33522811303849,50,0.0168742557962984,true,95243,10651,0,94300,943,412,10239,84061,531,0.631684134140684,0.156985773045302
ychJ,ychJ,20,4,5,4,12,0.106853983426429,0.0427210307808377,3.66847789070488,5.57287653930407,0.034267391330697,stability,8,8,1.33472859179046,20,0.00600617918130094,true,49086,4438,0,48600,486,239,4209,44391,247,0.556419093960487,0.0979902914845059
yejM,yejM,30,2,9,6,16,0.345979463371794,0.183913660427557,4.29890182589889,7.26424503377881,0.0219399546928749,stability,10,14,1.33335845466308,30,0.0121547062140307,true,37370,4811,0,37000,370,144,4667,32333,226,0.69897627810596,0.226536270133369
rpoB,rpoB,50,47,97,10,24,1.27066644374258,0.771254781706574,2.30102999566398,-1.73741689033021,-0.0235420859160195,stability,14,26,1.3294851402374,50,0.0268316361682918,true,95243,10747,0,94300,943,413,10334,83966,530,0.631207869852083,0.157939518814804
glmU,glmU,50,2,16,10,24,1.3289249321277,0.807534779084197,4.19606998342519,8.03250118532109,0.0188829773884321,stability,14,26,1.32744804009741,50,0.0280554512597635,true,95243,10786,0,94300,943,414,10372,83928,529,0.630302163759413,0.157910484118663
amiB,amiB,30,2,11,6,16,0.307898539257388,0.163172557702092,2.33696645924514,-13.6382565806591,-0.02801183288056,stability,10,14,1.32477380172209,30,0.0109245805862982,true,37370,4859,0,37000,370,145,4714,32286,225,0.696896487641702,0.226563451223654
fkpB,fkpB,20,2,3,4,12,0.229184492959404,0.105116076132375,3.37333718760387,0.606573365525636,0.0683238217890209,stability,8,8,1.32463210980135,20,0.011707818335843,true,49086,4500,0,48600,486,240,4270,44330,246,0.554928942025716,0.0987311076020753
ghxP,ghxP,30,2,3,6,16,0.296960547016517,0.157176001967369,3.85381303782456,-4.98864813704281,-0.000111924654676705,expression/solubility,10,14,1.32259842193975,30,0.0105689333005658,true,37370,4870,0,37000,370,146,4724,32276,224,0.694014128144751,0.224556352147658
dedA,dedA,50,2,4,10,24,0.38408540070579,0.227241590731367,3.15496176906778,-2.63817931175431,0.0186438625622273,stability,14,26,1.32101313180889,50,0.00848071000516606,true,95243,10893,0,94300,943,415,10478,83822,528,0.629906229868054,0.159039939194156
rplV,rplV,50,4,13,10,24,0.280980574009406,0.163782636008805,3.43613188901165,-0.402397590673269,0.0744175171937396,stability,14,26,1.32037456850254,50,0.00634008067517628,true,95243,10915,0,94300,943,416,10499,83801,527,0.628870777198363,0.158714285812635
tus,tus,20,6,8,4,12,0.306274612209752,0.144566797240329,3.32411197051894,2.05148838873683,0.0339511528277338,stability,8,8,1.32003685368263,20,0.0153128125285188,true,49086,4540,0,48600,486,241,4309,44291,245,0.553159784154794,0.0989031331918261
allR,allR,30,8,9,6,16,0.415120200575598,0.223649936730254,4.00832000273946,42.1222986610836,0.0131048601479139,expression/solubility,10,14,1.31944641345701,30,0.0145114088675782,true,37370,4884,0,37000,370,147,4737,32263,223,0.691194247280166,0.222733819684772
bsmA,bsmA,30,2,3,6,16,0.636391951827714,0.347885541519564,4.04800902902553,-6.4142790567363,0.00527963374722037,stability,10,14,1.31860627960935,30,0.0218796478349567,true,37370,4888,0,37000,370,148,4740,32260,222,0.688158710477371,0.220396776193428
focA,focA,40,2,2,8,20,0.133063550897038,0.0695913045936143,2.30102999566398,4.28827102068038,-0.0361879010951571,expression/solubility,12,20,1.31797851475439,40,0.00401323223361066,true,38784,4877,0,38400,384,156,4721,33679,228,0.676979720300484,0.20487315766273
ytfQ,ytfQ,50,9,15,10,24,0.195408381245731,0.111177882966723,2.30102999566398,-1.40616156157154,-0.0227512180807952,expression/solubility,14,26,1.31778438370044,50,0.00456559072728694,true,95243,10950,0,94300,943,417,10533,83767,526,0.627932240619815,0.158609359483178
valS,valS,40,6,63,8,20,0.534351034412209,0.310583438363874,3.17685072119763,-4.7481830551463,0.0173188223274725,stability,12,20,1.31755289440257,40,0.0141529799296218,true,38784,4882,0,38400,384,157,4725,33675,227,0.674090571640683,0.202871207070206
hha,hha,30,2,6,6,16,1.37943007093361,0.765464816546773,2.30102999566398,-14.8450366089308,-0.0268242697094703,expression/solubility,10,14,1.31623155418984,30,0.0466456872601528,true,37370,4903,0,37000,370,149,4754,32246,221,0.685356323264901,0.218670064483311
yhjG,yhjG,40,5,21,8,20,0.252067276310462,0.141248991948994,3.16698982245824,-5.26369066063934,0.012994879826387,stability,12,20,1.31396615468428,40,0.00702823051963715,true,38784,4904,0,38400,384,158,4746,33654,226,0.671539787246687,0.201716951283087
ompF,ompF,50,12,15,10,24,0.765063103509106,0.463124137185072,3.36495017113047,4.52560632882041,0.0257692084820286,stability,14,26,1.31205557501104,50,0.0164376185231055,true,95243,11036,0,94300,943,418,10618,83682,525,0.627375062737506,0.159365273113561
dnaQ,dnaQ,40,3,6,8,20,0.16162151307016,0.0870262973428931,3.374948488302,4.45703987219573,-0.0101396779164755,expression/solubility,12,20,1.30956752312911,40,0.00474680981887742,true,38784,4943,0,38400,384,159,4784,33616,225,0.669324131366016,0.201386581412265
ffh,ffh,30,17,21,6,16,0.260434600872852,0.1374392114689,3.40709003666582,1.03895668500773,0.0439317964172235,stability,10,14,1.30868824051762,30,0.00939837201832769,true,37370,4944,0,37000,370,150,4794,32206,220,0.683102527479352,0.218319567782401
thrA,thrA,20,13,32,4,12,0.288667894346847,0.136336945609802,3.33830542776154,1.65373972433788,0.024136916615372,stability,8,8,1.30771702626893,20,0.0145607713363325,true,49086,4625,0,48600,486,242,4393,44207,244,0.551948786391296,0.100194670190784
ibaG,ibaG,40,2,4,8,20,0.520529867807387,0.303492568885247,3.23411732920083,2.4369030097693,0.0205692926996179,stability,12,20,1.30544371331684,40,0.0138546314883936,true,38784,4962,0,38400,384,160,4802,33598,224,0.666706351568546,0.20009524376451
ycdX,ycdX,50,5,10,10,24,0.11277367141476,0.0605533764834011,4.29739073340326,-7.80184600814536,0.0228462710743268,expression/solubility,14,26,1.30516175629503,50,0.00285789945080379,true,95243,11165,0,94300,943,419,10746,83554,524,0.627139335040812,0.160841033278009
nnr,nnr,30,6,8,6,16,2.37573351908552,1.33012610234173,3.32894557525159,-62.6601654844548,-0.0118383931293627,stability,10,14,1.30480815978933,30,0.0801349538550254,true,37370,4969,0,37000,370,151,4818,32182,219,0.680504629917345,0.217130550128594
rpmE,rpmE,50,5,9,10,24,0.525759362723339,0.316184509226345,2.52991110282034,6.50190543807366,-0.0103089506951776,stability,14,26,1.30386395973459,50,0.0114809771992545,true,95243,11197,0,94300,943,420,10777,83523,523,0.626174826095806,0.160673478591298
nagA,nagA,50,2,12,10,24,0.0945015653769224,0.0493466485183179,4.30102999566398,3.25555971707666,0.00486030356376706,stability,14,26,1.30061381749101,50,0.00247986847503127,true,95243,11263,0,94300,943,421,10842,83458,522,0.625464305399123,0.16107562943319
yfaY,yfaY,30,7,12,6,16,0.446995285105722,0.243204646670653,4.30102999566398,-34.5959696617538,0.00511379981078133,stability,10,14,1.30041740805287,30,0.0156711712080359,true,37370,4999,0,37000,370,152,4847,32153,218,0.678008272944982,0.216204348616074
fabH,fabH,40,6,14,8,20,1.43602443766829,0.857215232362648,3.48162157889597,2.29571037052402,0.0109908808504328,stability,12,20,1.29827261160813,40,0.0371525209812374,true,38784,5009,0,38400,384,161,4848,33552,223,0.664639961850262,0.200135064288824
sbcC,sbcC,20,2,11,4,12,0.328987235729748,0.157784711322098,3.34572095004725,1.97030247281633,0.0234043578874042,stability,8,8,1.2953667660309,20,0.0165206612614652,true,49086,4697,0,48600,486,243,4464,44136,243,0.550570962479608,0.101141924959217
recB,recB,20,11,14,4,12,0.0519673320331904,0.0155316797955775,3.47748859768206,10.7854325565216,0.00887286426881359,expression/solubility,8,8,1.29328263930429,20,0.00352162504257512,true,49086,4711,0,48600,486,244,4477,44123,242,0.548466786029962,0.100634663977711
nuoI,nuoI,40,2,10,8,20,0.0841248728071405,0.0407110337673149,4.30102999566398,-3.18851605996285,0.00130928163343948,stability,12,20,1.29295849389109,40,0.00279809439906908,true,38784,5049,0,38400,384,162,4887,33513,222,0.662429504968221,0.199832900665413
yncE,yncE,50,6,19,10,24,0.167468008649332,0.0949652287146004,3.40127896385996,1.78077526888216,0.0270667994652865,stability,14,26,1.28866883158639,50,0.00401869733200794,true,95243,11508,0,94300,943,422,11086,83214,521,0.626096570288653,0.164476459199526
yifE,yifE,50,6,11,10,24,0.537212037362594,0.324916415104583,2.30102999566398,-5.75769431173322,-0.0181167367657408,expression/solubility,14,26,1.28775332139731,50,0.01177552623353,true,95243,11522,0,94300,943,423,11099,83201,520,0.624992488071057,0.163990345747061
rfbB,rfbB,30,5,18,6,16,0.856852387744954,0.477641756881504,3.2647449173337,-7.68020097679978,-0.0183609582148249,stability,10,14,1.28218664954431,30,0.0295753064499793,true,37370,5133,0,37000,370,153,4980,32020,217,0.677701436602124,0.22058517348226
mtnN,mtnN,50,2,6,10,24,0.266425859173707,0.156875179032046,3.07165120197761,3.46165608804304,0.021153246197674,stability,14,26,1.28130876914631,50,0.00610707486748942,true,95243,11640,0,94300,943,424,11216,83084,519,0.624669009676953,0.165242632371149
ispG,ispG,50,4,27,10,24,0.0936410149717698,0.0492388836685625,3.3266718868057,-0.742920485724755,0.0450378178052695,stability,14,26,1.28080856162263,50,0.00247623329699947,true,95243,11648,0,94300,943,425,11223,83077,518,0.623517941187091,0.164652749504535
fsr,fsr,20,2,2,4,12,0.126311579604572,0.0541190464347416,3.31496690757245,3.48997667911906,0.0276017609196714,stability,8,8,1.28042242467371,20,0.0070477261818719,true,49086,4791,0,48600,486,245,4556,44044,241,0.547180092634638,0.101753163348711
rsxG,rsxG,50,4,7,10,24,0.270826169942654,0.159699506391581,3.44010752235681,-1.89951401730078,0.0164473094133441,stability,14,26,1.27977674735289,50,0.00620234649636741,true,95243,11674,0,94300,943,426,11248,83052,517,0.6225015652844,0.164363793575562
fabG,fabG,50,4,13,10,24,0.260626839557746,0.153431487235816,3.25729734629152,-1.43878332882741,0.0150570787189957,stability,14,26,1.27807131260174,50,0.00599091052638607,true,95243,11709,0,94300,943,427,11282,83018,516,0.621551952588595,0.164223633000106
yeiS,yeiS,20,2,3,4,12,0.180355503044915,0.0821295484527331,3.69426909766904,11.6335450946143,0.0113710227187905,expression/solubility,8,8,1.2780097223397,20,0.00960731683757813,true,49086,4809,0,48600,486,246,4573,44027,240,0.54512003997547,0.101334713122269
blc,blc,50,5,11,10,24,0.168663209519232,0.096132075807933,3.35009151534452,-1.63280475188878,0.0230167895281624,stability,14,26,1.27666860843015,50,0.00405805800415455,true,95243,11740,0,94300,943,428,11312,82988,515,0.620571648913096,0.164016506834228
ybaA,ybaA,50,2,9,10,24,0.43966149051438,0.26542886946472,2.30102999566398,5.14864479249629,-0.0231462910257943,stability,14,26,1.27396483030718,50,0.00976886246917203,true,95243,11793,0,94300,943,429,11364,82936,514,0.619754991800907,0.164170063562366
wecE,wecE,30,3,6,6,16,2.69091964021409,1.52385541858713,3.07421982648045,-6.10351679658138,0.0157469845706707,stability,10,14,1.27374317949021,30,0.0916247670974025,true,37370,5181,0,37000,370,154,5027,31973,216,0.675570012197792,0.220525353981708
lsrC,lsrC,20,2,2,4,12,0.267873163774561,0.127629502629311,3.40311646704076,8.27326822022951,-0.00310233048499985,expression/solubility,8,8,1.27354490161622,20,0.0137650880003593,true,49086,4836,0,48600,486,247,4599,44001,239,0.543169473421059,0.101135077257629
fucI,fucI,50,5,15,10,24,1.73353683725729,1.07346051144434,3.34450854710728,4.15485747322267,0.0159464236070002,stability,14,26,1.27339097783785,50,0.0370257916124822,true,95243,11803,0,94300,943,430,11373,82927,513,0.618616373436878,0.16361683756041
menD,menD,40,4,7,8,20,0.446926037654641,0.262082136622734,3.18151060533578,-33.6777193596119,-0.0127453704022454,stability,12,20,1.27173823738971,40,0.0121122869207284,true,38784,5186,0,38400,384,163,5023,33377,221,0.662132606285766,0.204042458979963
aroK,aroK,40,4,13,8,20,0.822377554273824,0.491090325920157,2.30102999566398,-15.5933401239603,-0.026692701700937,stability,12,20,1.26942754542704,40,0.0217478099706629,true,38784,5202,0,38400,384,164,5038,33362,220,0.659432887716564,0.202574566360735
gstB,gstB,50,5,11,10,24,0.534324154308685,0.325406367119058,2.60633314606512,-9.22498411447515,-0.010917759770038,expression/solubility,14,26,1.26548773147672,50,0.0117920535409377,true,95243,11962,0,94300,943,431,11531,82769,512,0.618589085285554,0.165497697040086
ygdI,ygdI,50,3,4,10,24,1.07537466370922,0.664565872477779,4.14661743197605,-0.216706814414785,0.0898747801393678,stability,14,26,1.26302233612582,50,0.0232327523026775,true,95243,12005,0,94300,943,432,11573,82727,511,0.617694344047288,0.165476311195816
rsmG,rsmG,50,3,10,10,24,0.399547867059243,0.241404512762811,3.32611452553197,-0.000592963755272301,-0.0553750987546902,stability,14,26,1.26092574670096,50,0.0089584608037951,true,95243,12042,0,94300,943,433,11609,82691,510,0.616753939364623,0.165355576953439
bioH,bioH,40,2,4,8,20,0.468775592227999,0.27642032023018,3.46058599736536,0.826805033402489,0.0427158740493874,stability,12,20,1.26062856578803,40,0.0127155662142226,true,38784,5262,0,38400,384,165,5097,33303,219,0.657598414557247,0.203138128424139
relA,relA,20,7,17,4,12,0.350512976698052,0.17152445897987,3.32440809629001,2.71310971727741,0.0320336392732296,stability,8,8,1.25862507368681,20,0.0177761949785691,true,49086,4939,0,48600,486,248,4701,43899,238,0.542153579808196,0.102768708817675
hupB,hupB,50,4,5,10,24,1.34372762109211,0.83399406245326,2.30102999566398,-5.98975284680086,-0.0223574673252179,expression/solubility,14,26,1.25775713760852,50,0.0289479890943048,true,95243,12107,0,94300,943,434,11673,82627,509,0.616021397364058,0.165687045424669
minE,minE,50,4,7,10,24,0.447818854148551,0.271983792071162,3.43680216299044,-3.22535500768798,0.0249328067878558,expression/solubility,14,26,1.25722491978283,50,0.00998997641043546,true,95243,12115,0,94300,943,435,11680,82620,508,0.614863229242314,0.165094310748281
ybjP,ybjP,50,3,6,10,24,0.889479743404423,0.549166330652396,3.3874698372022,3.63699015921549,0.0251324424318701,expression/solubility,14,26,1.25687975188844,50,0.0193400370038077,true,95243,12122,0,94300,943,436,11686,82614,507,0.613697436269882,0.164487803675455
nupG,nupG,20,2,2,4,12,0.219758177156137,0.103709278364918,4.30102999566398,3.0240175553779,0.0193608806661547,expression/solubility,8,8,1.2527661804276,20,0.0115792656088074,true,49086,4973,0,48600,486,249,4734,43866,237,0.540281767200109,0.10271862995684
glnE,glnE,20,10,11,4,12,0.0601105314897373,0.0203931148230623,2.55828699059061,13.6039969237418,-0.0176952117034245,expression/solubility,8,8,1.25185339827093,20,0.00396586141012327,true,49086,4979,0,48600,486,250,4739,43861,236,0.538063427646428,0.101995303344657
asnC,asnC,30,3,4,6,16,0.231461569963224,0.123896861509691,2.30102999566398,-0.337349452267437,0.0600869936723825,stability,10,14,1.25145173929679,30,0.00859519429122972,true,37370,5330,0,37000,370,155,5175,31825,215,0.675569520816968,0.225553049692117
yciV,yciV,50,4,5,10,24,0.514588358031245,0.314475976795615,2.68159121799291,6.71930852819479,-0.0153619423322456,expression/solubility,14,26,1.25127470205596,50,0.0114233441252707,true,95243,12219,0,94300,943,437,11782,82518,506,0.613199544341841,0.16532533252713
ribC,ribC,50,2,11,10,24,0.898909077246203,0.556227972773813,3.37080373648078,3.71323089089124,0.0153493996805397,stability,14,26,1.25022560349518,50,0.0195782438622264,true,95243,12244,0,94300,943,438,11806,82494,505,0.61216573326545,0.165005220249587
sdaC,sdaC,50,5,8,10,24,0.187608404202489,0.108992457566349,3.00485903942413,-2.92529447357283,0.0169080739386471,stability,14,26,1.2501304989725,50,0.00449187086015394,true,95243,12248,0,94300,943,439,11809,82491,504,0.610975742808306,0.164351083071146
gpsA,gpsA,40,3,9,8,20,0.466003702840161,0.275714858844084,3.267900935689,-0.482131510711176,0.0662656630679895,stability,12,20,1.25000384456906,40,0.0126858839156663,true,38784,5343,0,38400,384,166,5177,33223,218,0.656171929085272,0.204638679329786
yahO,yahO,50,3,3,10,24,0.488967447592588,0.298707653610139,2.30102999566398,-19.8520613842977,-0.0228570241122968,expression/solubility,14,26,1.24776763877597,50,0.0108914391286763,true,95243,12294,0,94300,943,440,11854,82446,503,0.610096305460544,0.16436549102112
plsX,plsX,50,2,6,10,24,1.45323290845311,0.905711504131813,2.30102999566398,-3.10498623742472,-0.0257802544227558,stability,14,26,1.24680157658973,50,0.0313671978537324,true,95243,12311,0,94300,943,441,11870,82430,502,0.609001577095718,0.163919472111704
pfkB,pfkB,50,5,12,10,24,0.143849465683656,0.0816058767107466,3.19837712030805,-4.713316521978,0.0220512291378076,stability,14,26,1.24604950918251,50,0.003568052961105,true,95243,12335,0,94300,943,442,11893,82407,501,0.607958061815137,0.163584733691571
kbl,kbl,50,2,18,10,24,0.868425159037173,0.538598792142921,3.30611202641982,-0.351650855262914,0.0317645685745655,stability,14,26,1.24102206932016,50,0.0189835674877547,true,95243,12430,0,94300,943,443,11987,82313,500,0.607437464313049,0.164364624937258
hpf,hpf,20,2,2,4,12,0.518854578692668,0.261185125131011,2.30102999566398,-5.22641579334097,-0.0205747245721835,expression/solubility,8,8,1.24025715092566,20,0.0259693577829147,true,49086,5051,0,48600,486,251,4810,43790,235,0.536652203699475,0.102840521904162
degQ,degQ,50,6,17,10,24,0.177394353892128,0.102947485993834,3.33018817258618,-1.7323257633174,0.020408918309792,stability,14,26,1.24013163737748,50,0.00428795884326598,true,95243,12451,0,94300,943,444,12007,82293,499,0.606369922107591,0.163979361593375
aes,aes,30,2,5,6,16,0.217646239684163,0.116602072390608,3.30547271371906,2.53712976369063,0.0220360095165076,stability,10,14,1.23789942784264,30,0.00816255060959604,true,37370,5438,0,37000,370,156,5282,31718,214,0.67469575635286,0.228445063144603
yjbJ,yjbJ,50,8,11,10,24,0.816889167488993,0.506723150705911,2.30102999566398,-13.8569263776228,-0.0146685635966925,stability,14,26,1.23711842240046,50,0.0179083223427533,true,95243,12511,0,94300,943,445,12066,82234,498,0.605588929153391,0.164203056610445
rna,rna,50,5,15,10,24,0.1300138319598,0.0732568162561728,2.30228669816717,19.700431869488,-0.0261200259262711,stability,14,26,1.23358386802413,50,0.00328641826092667,true,95243,12589,0,94300,943,446,12143,82157,497,0.60493932349039,0.164703547200534
hemC,hemC,50,7,11,10,24,0.446479425374312,0.273400637722008,2.30102999566398,7.92698103987967,-0.0172084397713135,stability,14,26,1.23162518668796,50,0.0100377701594742,true,95243,12627,0,94300,943,447,12180,82120,496,0.603994154895275,0.164578273078847
rlmD,rlmD,20,14,15,4,12,0.0373200433915437,0.00879757908218729,3.31974136454076,1.59833302507012,-0.000524139662052378,expression/solubility,8,8,1.2267662897922,20,0.00290626508760155,true,49086,5150,0,48600,486,252,4908,43692,234,0.535567151881351,0.10430807862832
rpsF,rpsF,50,2,9,10,24,1.73155187763592,1.08750741335167,4.30102999566398,7.32839122145715,0.00448657811445784,stability,14,26,1.22676350510695,50,0.0374996287620188,true,95243,12724,0,94300,943,448,12276,82024,495,0.603481907734322,0.165364819181842
eno,eno,50,10,24,10,24,0.223147468773192,0.132548106693824,3.27155398792946,-2.51428061360744,0.0199368513953933,stability,14,26,1.22414257283773,50,0.00528646184624364,true,95243,12788,0,94300,943,449,12339,81961,494,0.602725686607045,0.165635462072257
lolE,lolE,40,4,7,8,20,0.204329492258365,0.116472507051336,3.34039401371472,7.27245440289939,0.0197068160877842,stability,12,20,1.2231389156855,40,0.00598575954049815,true,38784,5571,0,38400,384,167,5404,32996,217,0.657655473390714,0.212812585521163
mog,mog,50,5,7,10,24,0.103425740354899,0.0567304995160496,3.2669027015405,-1.59321732493963,0.031120294728612,expression/solubility,14,26,1.22222150622728,50,0.00272894424508015,true,95243,12829,0,94300,943,450,12379,81921,493,0.601799294442206,0.165548299242224
leuB,leuB,50,3,10,10,24,0.224059240259492,0.133253224762537,4.29793695210333,-9.33997936300042,0.00663613867579013,stability,14,26,1.22143916604961,50,0.00531024724304998,true,95243,12855,0,94300,943,451,12404,81896,492,0.600761941975188,0.16522951503903
yebY,yebY,40,2,5,8,20,0.228892620842361,0.13179397463738,3.24242383699299,-7.62486135521348,-0.00267469904008049,expression/solubility,12,20,1.22036996399123,40,0.00663041052235632,true,38784,5592,0,38400,384,168,5424,32976,216,0.655021834061135,0.211478477854024
rfc,rfc,40,2,3,8,20,0.427713476606311,0.25498245379219,3.20108478820242,14.0229357481066,-0.00722370777739987,stability,12,20,1.21845087939508,40,0.0118135676575842,true,38784,5610,0,38400,384,169,5441,32959,215,0.652325616675263,0.210017969250302
yejL,yejL,30,2,2,6,16,0.318574248833703,0.176209843506503,3.33586033686055,0.765828106148919,0.0532059644771941,stability,10,14,1.21701824853487,30,0.0116978036688101,true,37370,5592,0,37000,370,157,5435,31565,213,0.674798035799145,0.233600466533016
glpR,glpR,30,2,6,6,16,0.138389101016552,0.0715774266353243,3.28526938289563,1.8822699158751,0.030106444744986,stability,10,14,1.21648242211668,30,0.00549220220255838,true,37370,5598,0,37000,370,158,5440,31560,212,0.671736375158428,0.231281384864674
ydhJ,ydhJ,30,3,10,6,16,1.44338052887792,0.829654596875798,2.84273961900979,46.3347208603383,-0.00895536749199209,stability,10,14,1.21643840486507,30,0.0504526928406374,true,37370,5599,0,37000,370,159,5440,31560,211,0.668567807351077,0.228742696351564
hisC,hisC,50,2,13,10,24,0.430235300418239,0.264540548574407,3.3188025782406,2.57796210204829,0.0173814687347069,stability,14,26,1.21526484932406,50,0.00973889718278242,true,95243,12980,0,94300,943,452,12528,81772,491,0.600450031795725,0.166425619432231
rlmE,rlmE,30,4,9,6,16,0.250194003934805,0.136592171746304,2.91357264960698,0.537089410999156,0.0312926846431787,stability,10,14,1.21523521792423,30,0.0093481352838462,true,37370,5606,0,37000,370,160,5446,31554,210,0.66552576535463,0.226528332382582
ptsN,ptsN,50,3,8,10,24,0.537461361922798,0.33311364446316,3.3339059574753,-0.000270049909068801,-0.55965369884182,stability,14,26,1.21110338097041,50,0.0120520392909281,true,95243,13063,0,94300,943,453,12610,81690,490,0.599828620394173,0.166972161217892
